Event,Event Start Time,Event End Time
55,035 21:34:30.301360,035 21:34:30.351328
56,035 21:34:32.301399,035 21:34:32.351421
55.5,035 21:34:33.301485,035 21:34:33.351593
55,035 21:34:34.301471,035 21:34:34.351466
54,035 21:34:35.301502,035 21:34:35.351508
55.5,035 21:34:36.301639,035 21:34:36.351665
54.5,035 21:34:37.301647,035 21:34:37.351583
55,035 21:34:39.301736,035 21:34:39.351762
55.5,035 21:34:40.301698,035 21:34:40.351700
54.5,035 21:34:41.301735,035 21:34:41.351750
55.5,035 21:34:47.301975,035 21:34:47.351981
55,035 21:34:48.302009,035 21:34:48.352016
54.5,035 21:34:49.302129,035 21:34:49.352208
55.5,035 21:34:53.302223,035 21:34:53.352211
55,035 21:34:54.302245,035 21:34:54.352249
56,035 21:34:55.302295,035 21:34:55.352364
54.5,035 21:34:56.302432,035 21:34:56.352349
55.5,035 21:34:58.302414,035 21:34:58.352404
56,035 21:34:59.302501,035 21:34:59.352553
55,035 21:35:00.302476,035 21:35:00.352487
53,035 21:35:01.302532,035 21:35:01.352522
54.5,035 21:35:02.302659,035 21:35:02.352645
55.5,035 21:35:03.302607,035 21:35:03.352612
56,035 21:35:06.302741,035 21:35:06.352730
55.5,035 21:35:08.302792,035 21:35:08.352877
56,035 21:35:11.302908,035 21:35:11.352918
55,035 21:35:12.303017,035 21:35:12.353068
54.5,035 21:35:13.302987,035 21:35:13.352991
56,035 21:35:15.303258,035 21:35:15.353155
55.5,035 21:35:16.303116,035 21:35:16.353115
55,035 21:35:17.303144,035 21:35:17.353146
55.5,035 21:35:18.303183,035 21:35:18.353309
56,035 21:35:19.303266,035 21:35:19.353229
56.5,035 21:35:21.303296,035 21:35:21.353340
55.5,035 21:35:22.303406,035 21:35:22.353454
57,035 21:35:24.303404,035 21:35:24.353417
56,035 21:35:25.303547,035 21:35:25.353556
56.5,035 21:35:26.303481,035 21:35:26.353494
57,035 21:35:27.303519,035 21:35:27.353532
56,035 21:35:28.303608,035 21:35:28.353692
58,035 21:35:29.303617,035 21:35:29.353614
57.5,035 21:35:30.303655,035 21:35:30.353656
57,035 21:35:31.303797,035 21:35:31.353950
56,035 21:35:34.303806,035 21:35:34.353813
55.5,035 21:35:35.303895,035 21:35:35.353970
56,035 21:35:37.303915,035 21:35:37.353926
55.5,035 21:35:38.303974,035 21:35:38.354041
56.5,035 21:35:39.304094,035 21:35:39.354064
56,035 21:35:40.304042,035 21:35:40.354046
57,035 21:35:42.304172,035 21:35:42.354234
57.5,035 21:35:43.304157,035 21:35:43.354160
57,035 21:35:44.304193,035 21:35:44.354199
48,035 21:35:45.304326,035 21:35:45.354355
61,035 21:35:47.304311,035 21:35:47.354321
60.5,035 21:35:48.304396,035 21:35:48.354480
60,035 21:35:49.304409,035 21:35:49.354401
60.5,035 21:35:53.304550,035 21:35:53.354563
60,035 21:35:55.304702,035 21:35:55.354753
59.5,035 21:35:56.304687,035 21:35:56.354693
59,035 21:35:57.304724,035 21:35:57.354736
59.5,035 21:35:58.304845,035 21:35:58.354879
60,035 21:36:02.304957,035 21:36:02.354935
59.5,035 21:36:06.305081,035 21:36:06.355091
59,035 21:36:07.305116,035 21:36:07.355118
59.5,035 21:36:08.305225,035 21:36:08.355275
60,035 21:36:09.305197,035 21:36:09.355200
60.5,035 21:36:11.305375,035 21:36:11.355400
58,035 21:36:13.305368,035 21:36:13.355359
57.5,035 21:36:14.305425,035 21:36:14.355502
47.5,035 21:36:15.305460,035 21:36:15.355433
47,035 21:36:16.305496,035 21:36:16.355480
47.5,035 21:36:17.305513,035 21:36:17.355530
48,035 21:36:18.305618,035 21:36:18.355669
48.5,035 21:36:19.305610,035 21:36:19.355599
47.5,035 21:36:20.305622,035 21:36:20.355634
48,035 21:36:23.305747,035 21:36:23.355753
58.5,035 21:36:25.305857,035 21:36:25.355848
58,035 21:36:27.305980,035 21:36:27.356014
57.5,035 21:36:31.306173,035 21:36:31.356142
58.5,035 21:36:33.306144,035 21:36:33.356146
58,035 21:36:34.306293,035 21:36:34.356296
58.5,035 21:36:35.306279,035 21:36:35.356222
57.5,035 21:36:37.306400,035 21:36:37.356421
58,035 21:36:38.306340,035 21:36:38.356342
57.5,035 21:36:43.306545,035 21:36:43.356540
57,035 21:36:45.306629,035 21:36:45.356619
57.5,035 21:36:46.306660,035 21:36:46.356658
66.5,035 21:36:47.306815,035 21:36:47.356821
58.5,035 21:36:48.306733,035 21:36:48.356740
47,035 21:36:49.306783,035 21:36:49.356776
47.5,035 21:36:54.307080,035 21:36:54.357033
47,035 21:36:59.307166,035 21:36:59.357170
47.5,035 21:37:00.307329,035 21:37:00.357325
48,035 21:37:04.307392,035 21:37:04.357374
47.5,035 21:37:06.307457,035 21:37:06.357472
48,035 21:37:07.307599,035 21:37:07.357566
47.5,035 21:37:12.307710,035 21:37:12.357705
48,035 21:37:13.307823,035 21:37:13.357850
47.5,035 21:37:15.307794,035 21:37:15.357803
48,035 21:37:16.307835,035 21:37:16.357991
56,035 21:37:17.307949,035 21:37:17.357925
49,035 21:37:18.307910,035 21:37:18.357921
56,035 21:37:19.308016,035 21:37:19.358023
48.5,035 21:37:20.308083,035 21:37:20.358121
56,035 21:37:21.308038,035 21:37:21.358052
49.5,035 21:37:22.308082,035 21:37:22.358088
56,035 21:37:23.308229,035 21:37:23.358226
49.5,035 21:37:24.308171,035 21:37:24.358168
56.5,035 21:37:25.308194,035 21:37:25.358199
49.5,035 21:37:26.308413,035 21:37:26.358344
49,035 21:37:27.308270,035 21:37:27.358275
48,035 21:37:29.308396,035 21:37:29.358449
56,035 21:37:30.308491,035 21:37:30.358402
56.5,035 21:37:35.308588,035 21:37:35.358578
57,035 21:37:40.308792,035 21:37:40.358781
56.5,035 21:37:42.308926,035 21:37:42.358959
56,035 21:37:43.308991,035 21:37:43.358912
56.5,035 21:37:44.308957,035 21:37:44.358948
56,035 21:37:45.308980,035 21:37:45.358985
57,035 21:37:46.309105,035 21:37:46.359117
89,035 21:37:49.309207,035 21:37:49.359232
49,035 21:37:50.309162,035 21:37:50.359172
48.5,035 21:37:51.309204,035 21:37:51.359214
48,035 21:37:53.309284,035 21:37:53.359291
57,035 21:37:57.309459,035 21:37:57.359463
50.5,035 21:37:58.309479,035 21:37:58.359486
51,035 21:37:59.309604,035 21:37:59.359640
57.5,035 21:38:00.309562,035 21:38:00.359569
50.5,035 21:38:01.309601,035 21:38:01.359608
49.5,035 21:38:02.309724,035 21:38:02.359727
48.5,035 21:38:04.309730,035 21:38:04.359729
49.5,035 21:38:05.309870,035 21:38:05.359892
49,035 21:38:06.309807,035 21:38:06.359819
48.5,035 21:38:07.309836,035 21:38:07.359845
48,035 21:38:09.310009,035 21:38:09.359940
48.5,035 21:38:10.309973,035 21:38:10.359966
48,035 21:38:11.310003,035 21:38:11.360001
49,035 21:38:13.310086,035 21:38:13.360095
48,035 21:38:14.310118,035 21:38:14.360128
47.5,035 21:38:15.310223,035 21:38:15.360275
48,035 21:38:16.310194,035 21:38:16.360202
48.5,035 21:38:18.310356,035 21:38:18.360389
49,035 21:38:19.310311,035 21:38:19.360318
49.5,035 21:38:20.310359,035 21:38:20.360361
49,035 21:38:23.310557,035 21:38:23.360483
49.5,035 21:38:24.310510,035 21:38:24.360513
48,035 21:38:25.310636,035 21:38:25.360666
48.5,035 21:38:27.310626,035 21:38:27.360632
49.5,035 21:38:29.310707,035 21:38:29.360769
48.5,035 21:38:30.310745,035 21:38:30.360749
48,035 21:38:32.310827,035 21:38:32.360832
47.5,035 21:38:33.310860,035 21:38:33.360872
48,035 21:38:35.310961,035 21:38:35.361011
49,035 21:38:36.310990,035 21:38:36.361041
48.5,035 21:38:37.311010,035 21:38:37.361093
49,035 21:38:38.311151,035 21:38:38.361138
57,035 21:38:39.311111,035 21:38:39.361105
58,035 21:38:40.311141,035 21:38:40.361151
57.5,035 21:38:41.311242,035 21:38:41.361306
57,035 21:38:42.311234,035 21:38:42.361227
57.5,035 21:38:43.311287,035 21:38:43.361270
57,035 21:38:44.311374,035 21:38:44.361417
56,035 21:38:45.311342,035 21:38:45.361352
57,035 21:38:46.311381,035 21:38:46.361396
49,035 21:38:47.311437,035 21:38:47.361553
49.5,035 21:38:48.311493,035 21:38:48.361470
50,035 21:38:49.311495,035 21:38:49.361510
48.5,035 21:38:50.311529,035 21:38:50.361609
47,035 21:38:51.311670,035 21:38:51.361692
49.5,035 21:38:52.311616,035 21:38:52.361628
48,035 21:38:53.311651,035 21:38:53.361658
49.5,035 21:38:54.311757,035 21:38:54.361810
48,035 21:38:56.311765,035 21:38:56.361799
48.5,035 21:38:57.311957,035 21:38:57.362027
49,035 21:39:00.311983,035 21:39:00.362027
48.5,035 21:39:01.312063,035 21:39:01.362015
49,035 21:39:02.312012,035 21:39:02.362002
48.5,035 21:39:03.312048,035 21:39:03.362039
49,035 21:39:04.312177,035 21:39:04.362194
50,035 21:39:06.312150,035 21:39:06.362161
50.5,035 21:39:07.312300,035 21:39:07.362317
48.5,035 21:39:08.312233,035 21:39:08.362237
49,035 21:39:09.312273,035 21:39:09.362282
50.5,035 21:39:10.312441,035 21:39:10.362444
50,035 21:39:11.312353,035 21:39:11.362355
49,035 21:39:12.312385,035 21:39:12.362397
58,035 21:39:14.312560,035 21:39:14.362501
57,035 21:39:15.312506,035 21:39:15.362512
57.5,035 21:39:16.312544,035 21:39:16.362555
57,035 21:39:17.312647,035 21:39:17.362716
58.5,035 21:39:18.312630,035 21:39:18.362634
57.5,035 21:39:19.312662,035 21:39:19.362673
58,035 21:39:20.312816,035 21:39:20.362804
57,035 21:39:21.312747,035 21:39:21.362784
57.5,035 21:39:23.312888,035 21:39:23.362957
56.5,035 21:39:24.312866,035 21:39:24.362878
57.5,035 21:39:25.312905,035 21:39:25.362911
58,035 21:39:26.312949,035 21:39:26.363059
57.5,035 21:39:27.313064,035 21:39:27.363061
58,035 21:39:28.313017,035 21:39:28.363025
58.5,035 21:39:29.313112,035 21:39:29.363130
62,035 21:39:30.313143,035 21:39:30.363199
61,035 21:39:31.313128,035 21:39:31.363146
60,035 21:39:33.313272,035 21:39:33.363317
57.5,035 21:39:34.313242,035 21:39:34.363246
57,035 21:39:36.313392,035 21:39:36.363431
57.5,035 21:39:37.313367,035 21:39:37.363357
58.5,035 21:39:38.313395,035 21:39:38.363396
59.5,035 21:39:39.313432,035 21:39:39.363558
58.5,035 21:39:40.313544,035 21:39:40.363509
59.5,035 21:39:42.313554,035 21:39:42.363551
49.5,035 21:39:43.313666,035 21:39:43.363713
55.5,035 21:39:44.313648,035 21:39:44.363643
56,035 21:39:46.313780,035 21:39:46.363827
49,035 21:39:47.313751,035 21:39:47.363753
49.5,035 21:39:50.313872,035 21:39:50.363883
48.5,035 21:39:51.313919,035 21:39:51.363919
49.5,035 21:39:52.313960,035 21:39:52.364020
50,035 21:39:54.314034,035 21:39:54.364032
50.5,035 21:39:55.314063,035 21:39:55.364082
50,035 21:39:57.314145,035 21:39:57.364154
51,035 21:39:59.314315,035 21:39:59.364338
50,035 21:40:01.314300,035 21:40:01.364305
50.5,035 21:40:02.314437,035 21:40:02.364469
49,035 21:40:03.314398,035 21:40:03.364386
48.5,035 21:40:04.314411,035 21:40:04.364425
48,035 21:40:06.314564,035 21:40:06.364598
49,035 21:40:07.314535,035 21:40:07.364545
48.5,035 21:40:09.314615,035 21:40:09.364719
49,035 21:40:13.314841,035 21:40:13.364893
49.5,035 21:40:15.314876,035 21:40:15.364881
49,035 21:40:16.314896,035 21:40:16.364904
48.5,035 21:40:17.315053,035 21:40:17.365073
49,035 21:40:18.315029,035 21:40:18.364985
48.5,035 21:40:21.315213,035 21:40:21.365182
49,035 21:40:22.315132,035 21:40:22.365140
48.5,035 21:40:28.315366,035 21:40:28.365405
49,035 21:40:29.315496,035 21:40:29.365483
49.5,035 21:40:30.315492,035 21:40:30.365453
49,035 21:40:31.315507,035 21:40:31.365507
57,035 21:40:32.315596,035 21:40:32.365651
57.5,035 21:40:34.315613,035 21:40:34.365609
58,035 21:40:35.315671,035 21:40:35.365653
57.5,035 21:40:37.315723,035 21:40:37.365726
57,035 21:40:45.316019,035 21:40:45.366029
58,035 21:40:48.316242,035 21:40:48.366217
57.5,035 21:40:49.316211,035 21:40:49.366185
49.5,035 21:40:50.316214,035 21:40:50.366217
49,035 21:40:51.316321,035 21:40:51.366387
54.5,035 21:40:57.316493,035 21:40:57.366507
55,035 21:40:58.316621,035 21:40:58.366559
54,035 21:40:59.316712,035 21:40:59.366693
54.5,035 21:41:00.316628,035 21:41:00.366678
55,035 21:41:02.316706,035 21:41:02.366700
54.5,035 21:41:03.316864,035 21:41:03.366859
54,035 21:41:04.316792,035 21:41:04.366786
55,035 21:41:05.316852,035 21:41:05.366836
54.5,035 21:41:06.316853,035 21:41:06.366928
54,035 21:41:07.317002,035 21:41:07.366982
54.5,035 21:41:08.316983,035 21:41:08.366941
54,035 21:41:09.317023,035 21:41:09.366983
54.5,035 21:41:10.317007,035 21:41:10.367112
55,035 21:41:11.317207,035 21:41:11.367103
54.5,035 21:41:13.317149,035 21:41:13.367138
55,035 21:41:14.317299,035 21:41:14.367280
54.5,035 21:41:15.317332,035 21:41:15.367225
50,035 21:41:16.317307,035 21:41:16.367274
172.5,035 21:41:19.317427,035 21:41:19.367376
172,035 21:41:20.317432,035 21:41:20.367409
49.5,035 21:41:21.317458,035 21:41:21.367452
49,035 21:41:25.317595,035 21:41:25.367610
49.5,035 21:41:29.317764,035 21:41:29.367838
49,035 21:41:30.317882,035 21:41:30.367886
49.5,035 21:41:33.317906,035 21:41:33.367923
49,035 21:41:34.318042,035 21:41:34.368040
48.5,035 21:41:35.318018,035 21:41:35.367997
49,035 21:41:37.318069,035 21:41:37.368080
48.5,035 21:41:39.318158,035 21:41:39.368132
49,035 21:41:40.318215,035 21:41:40.368172
48,035 21:41:42.318406,035 21:41:42.368345
49,035 21:41:43.318340,035 21:41:43.368285
48.5,035 21:41:45.318403,035 21:41:45.368482
49,035 21:41:48.318491,035 21:41:48.368486
48.5,035 21:41:51.318631,035 21:41:51.368612
49,035 21:41:52.318650,035 21:41:52.368638
49.5,035 21:41:53.318776,035 21:41:53.368812
49,035 21:41:56.318794,035 21:41:56.368803
50.5,035 21:41:57.318921,035 21:41:57.368902
50,035 21:41:58.318951,035 21:41:58.368895
50.5,035 21:41:59.318904,035 21:41:59.368917
50,035 21:42:04.319126,035 21:42:04.369194
50.5,035 21:42:06.319236,035 21:42:06.369192
50,035 21:42:09.319427,035 21:42:09.369314
49.5,035 21:42:13.319554,035 21:42:13.369477
50,035 21:42:14.319520,035 21:42:14.369508
49.5,035 21:42:21.319794,035 21:42:21.369790
49,035 21:42:22.319836,035 21:42:22.369825
49.5,035 21:42:23.319858,035 21:42:23.369961
49,035 21:42:25.320926,035 21:42:25.369956
49.5,035 21:42:26.319979,035 21:42:26.369984
50,035 21:42:32.320221,035 21:42:32.370291
49.5,035 21:42:33.320346,035 21:42:33.370267
49,035 21:42:34.320310,035 21:42:34.370304
49.5,035 21:42:35.320433,035 21:42:35.370418
146,035 21:42:37.320419,035 21:42:37.370431
62.5,035 21:42:38.320443,035 21:42:38.370551
48.5,035 21:42:39.320549,035 21:42:39.370597
48,035 21:42:40.320545,035 21:42:40.370531
48.5,035 21:42:42.320681,035 21:42:42.370738
49,035 21:42:43.320751,035 21:42:43.370755
48,035 21:42:44.320677,035 21:42:44.370683
48.5,035 21:42:46.320821,035 21:42:46.370874
48,035 21:42:49.320895,035 21:42:49.370870
48.5,035 21:42:54.321235,035 21:42:54.371168
49,035 21:42:59.321262,035 21:42:59.371268
48,035 21:43:00.321319,035 21:43:00.371317
48.5,035 21:43:01.321354,035 21:43:01.371348
49,035 21:43:03.321494,035 21:43:03.371434
48.5,035 21:43:04.321468,035 21:43:04.371454
48,035 21:43:07.321603,035 21:43:07.371590
48.5,035 21:43:09.321680,035 21:43:09.371668
49,035 21:43:11.321732,035 21:43:11.371735
48.5,035 21:43:12.321800,035 21:43:12.371783
49,035 21:43:18.322099,035 21:43:18.372130
48.5,035 21:43:22.322261,035 21:43:22.372233
49,035 21:43:23.322205,035 21:43:23.372221
48.5,035 21:43:24.322242,035 21:43:24.372247
49,035 21:43:25.322376,035 21:43:25.372424
48.5,035 21:43:27.322358,035 21:43:27.372369
49,035 21:43:28.322409,035 21:43:28.372416
48.5,035 21:43:30.322517,035 21:43:30.372484
49,035 21:43:31.322526,035 21:43:31.372524
48.5,035 21:43:34.322635,035 21:43:34.372633
49,035 21:43:36.322695,035 21:43:36.372703
48.5,035 21:43:40.322871,035 21:43:40.372882
49,035 21:43:42.322932,035 21:43:42.372952
49.5,035 21:43:48.323217,035 21:43:48.373271
49,035 21:43:51.323279,035 21:43:51.373289
48.5,035 21:43:54.323423,035 21:43:54.373419
49,035 21:43:55.323445,035 21:43:55.373453
50,035 21:43:58.323560,035 21:43:58.373567
49.5,035 21:43:59.323609,035 21:43:59.373626
49,035 21:44:00.323714,035 21:44:00.373717
49.5,035 21:44:02.323719,035 21:44:02.373728
49,035 21:44:03.323758,035 21:44:03.373762
49.5,035 21:44:04.323887,035 21:44:04.373911
49,035 21:44:05.323879,035 21:44:05.373844
49.5,035 21:44:06.323881,035 21:44:06.373890
49,035 21:44:07.323917,035 21:44:07.373955
49.5,035 21:44:08.324009,035 21:44:08.374071
49,035 21:44:11.324082,035 21:44:11.374193
48.5,035 21:44:12.324216,035 21:44:12.374229
49.5,035 21:44:13.324166,035 21:44:13.374166
49,035 21:44:14.324215,035 21:44:14.374205
49.5,035 21:44:16.324344,035 21:44:16.374290
49,035 21:44:17.324354,035 21:44:17.374338
49.5,035 21:44:18.324361,035 21:44:18.374362
49,035 21:44:19.324425,035 21:44:19.374525
49.5,035 21:44:20.324506,035 21:44:20.374453
49,035 21:44:22.324531,035 21:44:22.374534
46,035 21:44:26.324676,035 21:44:26.374682
59,035 21:44:28.324758,035 21:44:28.374763
58.5,035 21:44:29.324796,035 21:44:29.374808
59,035 21:44:30.324830,035 21:44:30.374836
56,035 21:44:31.324985,035 21:44:31.374958
56.5,035 21:44:32.324926,035 21:44:32.374926
57.5,035 21:44:35.325144,035 21:44:35.375159
57,035 21:44:36.325077,035 21:44:36.375069
56.5,035 21:44:39.325294,035 21:44:39.375259
56,035 21:44:41.325250,035 21:44:41.375263
55.5,035 21:44:42.325322,035 21:44:42.375422
56.5,035 21:44:43.325432,035 21:44:43.375353
56,035 21:44:45.325405,035 21:44:45.375413
56.5,035 21:44:47.325584,035 21:44:47.375505
56,035 21:44:49.325565,035 21:44:49.375567
56.5,035 21:44:50.325703,035 21:44:50.375737
56,035 21:44:54.325869,035 21:44:54.375883
55.5,035 21:44:58.325977,035 21:44:58.376014
5333.5,035 21:44:59.325958,035 21:44:59.375961
5319,035 21:45:00.325989,035 21:45:00.376002
120.5,035 21:45:01.326032,035 21:45:01.376133
58,035 21:45:02.326163,035 21:45:02.376143
55.5,035 21:45:03.326113,035 21:45:03.376124
55,035 21:45:05.326222,035 21:45:05.376324
56,035 21:45:06.326340,035 21:45:06.376259
55.5,035 21:45:08.326302,035 21:45:08.376309
55,035 21:45:09.326460,035 21:45:09.376469
48,035 21:45:11.326417,035 21:45:11.376423
48.5,035 21:45:12.326491,035 21:45:12.376486
48,035 21:45:13.326612,035 21:45:13.376621
48.5,035 21:45:16.326634,035 21:45:16.376633
48,035 21:45:17.326728,035 21:45:17.376781
48.5,035 21:45:18.326712,035 21:45:18.376713
47.5,035 21:45:20.326781,035 21:45:20.376795
48,035 21:45:21.326910,035 21:45:21.376942
48.5,035 21:45:22.326874,035 21:45:22.376877
48,035 21:45:26.327020,035 21:45:26.377025
49,035 21:45:28.327139,035 21:45:28.377236
48.5,035 21:45:30.327191,035 21:45:30.377177
49,035 21:45:32.327368,035 21:45:32.377344
49.5,035 21:45:33.327303,035 21:45:33.377309
49,035 21:45:34.327333,035 21:45:34.377340
49.5,035 21:45:36.327521,035 21:45:36.377538
49,035 21:45:37.327463,035 21:45:37.377459
48.5,035 21:45:38.327551,035 21:45:38.377559
48,035 21:45:41.327608,035 21:45:41.377617
48.5,035 21:45:42.327643,035 21:45:42.377650
49,035 21:45:44.327800,035 21:45:44.377754
50,035 21:45:47.327874,035 21:45:47.377956
44.5,035 21:45:48.327966,035 21:45:48.377876
45.5,035 21:45:49.327910,035 21:45:49.377917
45,035 21:45:50.327946,035 21:45:50.377955
45.5,035 21:45:52.328041,035 21:45:52.378035
45,035 21:45:53.328082,035 21:45:53.378088
45.5,035 21:45:55.328194,035 21:45:55.378266
44.5,035 21:45:56.328188,035 21:45:56.378198
45,035 21:45:57.328239,035 21:45:57.378226
44.5,035 21:45:58.328265,035 21:45:58.378339
45,035 21:46:01.328375,035 21:46:01.378387
45.5,035 21:46:05.328536,035 21:46:05.378549
45,035 21:46:11.328784,035 21:46:11.378793
45.5,035 21:46:12.328819,035 21:46:12.378828
46,035 21:46:17.329017,035 21:46:17.379067
46.5,035 21:46:22.329328,035 21:46:22.379282
106,035 21:46:24.329290,035 21:46:24.379303
106.5,035 21:46:26.329440,035 21:46:26.379378
106,035 21:46:27.329411,035 21:46:27.379425
44.5,035 21:46:28.329457,035 21:46:28.379461
44,035 21:46:31.329587,035 21:46:31.379589
43.5,035 21:46:37.329887,035 21:46:37.379897
44,035 21:46:42.330017,035 21:46:42.380016
43.5,035 21:46:43.330058,035 21:46:43.380049
44,035 21:46:46.330155,035 21:46:46.380172
44.5,035 21:46:48.330319,035 21:46:48.380356
45,035 21:46:52.330466,035 21:46:52.380523
44,035 21:46:53.330445,035 21:46:53.380443
44.5,035 21:46:56.330649,035 21:46:56.380631
43.5,035 21:46:57.330602,035 21:46:57.380605
44,035 21:47:04.330884,035 21:47:04.380878
43.5,035 21:47:05.330935,035 21:47:05.380934
44,035 21:47:06.330951,035 21:47:06.380968
43.5,035 21:47:08.331041,035 21:47:08.381047
44,035 21:47:11.331232,035 21:47:11.381260
43.5,035 21:47:12.331196,035 21:47:12.381190
44,035 21:47:14.331281,035 21:47:14.381370
43.5,035 21:47:15.331380,035 21:47:15.381351
44,035 21:47:16.331347,035 21:47:16.381355
44.5,035 21:47:17.331381,035 21:47:17.381390
44,035 21:47:23.331650,035 21:47:23.381640
44.5,035 21:47:24.331668,035 21:47:24.381682
45,035 21:47:25.331705,035 21:47:25.381720
44.5,035 21:47:26.331849,035 21:47:26.381854
44,035 21:47:30.331992,035 21:47:30.382021
44.5,035 21:47:31.331940,035 21:47:31.381947
60.5,035 21:47:34.332175,035 21:47:34.382166
61,035 21:47:35.332191,035 21:47:35.382120
54,035 21:47:36.332148,035 21:47:36.382149
55.5,035 21:47:37.332173,035 21:47:37.382188
132,035 21:47:38.332329,035 21:47:38.382335
131,035 21:47:39.332268,035 21:47:39.382325
61.5,035 21:47:40.332337,035 21:47:40.382306
62,035 21:47:41.332429,035 21:47:41.382401
55,035 21:47:42.332613,035 21:47:42.382486
49,035 21:47:43.332394,035 21:47:43.382415
